序,代码,名称,更新日期,总股本,流通A股,人均持股数,每股收益,每股净资产,加权净资产收益率,营业收入,营业收入同比,营业利润,投资收益,利润总额,净利润,净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产,固定资产,无形资产,总负债,流动负债,长期负债,资产负债比率,股东权益,股东权益比,公积金,每股公积金,流通B股,H股,上市日期
2137,002598,山东章鼓,2015/09/30,3.12亿,2.64亿,1.10万,0.14,2.38,5.78,3.33亿,-19.33,4682万,979万,4974万,4289万,-27.56,1.73亿,0.55,36.91,9.95亿,6.76亿,2.22亿,3019万,2.51亿,2.24亿,2777万,25.28,7.43亿,74.72,2.12亿,0.68,0,0,2011/07/07
2138,002599,盛通股份,2015/09/30,1.32亿,8981万,1.44万,0.12,4.56,2.59,5.23亿,13.59,542万,0,1605万,1546万,16.76,1.75亿,1.33,16.39,12.5亿,4.72亿,5.33亿,6619万,6.44亿,5.67亿,7654万,51.68,6.02亿,48.30,2.72亿,2.06,0,0,2011/07/15
2139,002600,江粉磁材,2015/09/30,8.80亿,3.87亿,4895,0.03,3.05,1.30,28.4亿,112.26,2943万,1148万,2905万,1765万,0.00,1.18亿,0.13,7.89,57.2亿,33.2亿,9.65亿,1.00亿,28.9亿,28.6亿,2399万,50.47,26.8亿,46.88,16.6亿,1.88,0,0,2011/07/15
2140,002601,佰利联,2015/09/30,2.04亿,1.64亿,1.04万,0.30,11.77,2.55,19.0亿,20.19,7773万,32.9万,8110万,5867万,127.12,7.19亿,3.52,18.22,55.8亿,21.3亿,15.5亿,1.49亿,31.2亿,30.6亿,5950万,55.85,24.1亿,43.12,13.9亿,6.82,0,0,2011/07/15
2141,002602,世纪华通,2015/09/30,10.3亿,5.66亿,4.43万,0.27,3.75,7.32,21.9亿,95.10,3.11亿,8.61万,3.17亿,2.74亿,198.76,8.62亿,0.84,29.32,49.1亿,17.3亿,9.58亿,2.04亿,10.5亿,8.48亿,2.00亿,21.35,38.5亿,78.47,18.9亿,1.85,0,0,2011/07/28
2142,002603,以岭药业,2015/09/30,11.3亿,8.86亿,1.48万,0.29,4.30,7.01,24.6亿,10.81,3.85亿,566万,3.84亿,3.31亿,13.92,18.4亿,1.63,63.92,57.9亿,24.9亿,14.2亿,3.39亿,9.41亿,7.67亿,1.75亿,16.26,48.4亿,83.65,16.8亿,1.49,0,0,2011/07/28
2143,002604,龙力生物,2015/09/30,5.04亿,4.32亿,1.08万,0.15,3.75,2.78,5.92亿,5.83,4310万,0,6294万,5214万,-40.29,4.26亿,0.84,27.48,26.0亿,14.0亿,5.14亿,1.20亿,7.08亿,5.90亿,1.18亿,27.19,18.9亿,72.67,8.96亿,1.78,0,0,2011/07/28
2144,002605,姚记扑克,2015/09/30,3.74亿,2.55亿,9985,0.21,2.75,8.12,6.18亿,13.67,1.17亿,8.49万,1.18亿,8038万,-14.32,4.48亿,1.20,29.81,14.6亿,6.70亿,2.58亿,8591万,3.81亿,3.68亿,1300万,26.02,10.3亿,70.33,1.64亿,0.44,0,0,2011/08/05
2145,002606,大连电瓷,2015/09/30,2.00亿,1.50亿,7494,0.09,3.67,2.34,4.12亿,-3.08,912万,-145万,1688万,1726万,4.37,2.03亿,1.02,31.52,14.2亿,8.48亿,4.41亿,9663万,6.60亿,5.40亿,1.20亿,46.47,7.33亿,51.65,3.04亿,1.52,0,0,2011/08/05
2146,002607,亚夏汽车,2015/09/30,3.57亿,2.49亿,6862,0.01,2.27,0.52,37.1亿,-3.13,-1216万,1439万,1413万,417万,-28.50,2.16亿,0.60,5.99,33.6亿,16.2亿,7.29亿,6.44亿,25.2亿,20.9亿,4.26亿,74.81,8.11亿,24.11,2.02亿,0.57,0,0,2011/08/10
2147,002608,*ST舜船,2015/09/30,3.75亿,3.23亿,1.03万,-2.04,-1.46,0.00,14.0亿,-53.71,-7.70亿,0,-8.05亿,-7.64亿,-1932.05,-14.9亿,-3.99,-2.47,77.6亿,48.6亿,24.3亿,8837万,83.1亿,64.1亿,19.0亿,107.07,-5.48亿,-7.06,5.20亿,1.39,0,0,2011/08/10
2148,002609,捷顺科技,2015/09/30,6.01亿,2.85亿,5556,0.13,1.50,9.39,3.79亿,15.09,8481万,0,9141万,7977万,37.03,2.67亿,0.44,55.88,11.4亿,7.21亿,1.03亿,2.63亿,2.33亿,1.90亿,4303万,20.51,9.00亿,79.30,1953万,0.03,0,0,2011/08/15
2149,002610,爱康科技,2015/09/30,7.25亿,7.02亿,1.06万,0.13,3.30,4.13,22.1亿,24.89,1.18亿,720万,1.24亿,9694万,20.41,2.36亿,0.33,21.66,99.1亿,32.7亿,46.4亿,1.93亿,74.3亿,52.6亿,21.7亿,74.96,24.0亿,24.17,14.0亿,1.94,0,0,2011/08/15
2150,002611,东方精工,2015/09/30,5.81亿,3.14亿,9180,0.06,1.62,4.00,8.37亿,11.00,5362万,-2.68万,6298万,3654万,-39.64,2.59亿,0.45,24.76,25.5亿,11.8亿,5.25亿,2.53亿,14.4亿,8.20亿,6.23亿,56.63,9.40亿,36.88,5411万,0.09,0,0,2011/08/30
2151,002612,朗姿股份,2015/09/30,2.00亿,1.00亿,5902,0.24,11.49,2.11,8.37亿,-5.49,4738万,3887万,4826万,4801万,-45.48,3.96亿,1.98,59.09,28.8亿,18.1亿,3.50亿,1.38亿,5.82亿,5.82亿,0,20.20,23.0亿,79.80,16.5亿,8.26,0,0,2011/08/30
2152,002613,北玻股份,2015/09/30,7.21亿,3.65亿,9429,0.04,2.08,1.79,6.28亿,0.41,2673万,547万,3262万,2648万,11.71,2.73亿,0.38,30.39,20.1亿,12.1亿,5.99亿,1.17亿,4.13亿,4.01亿,1279万,20.54,15.0亿,74.33,4.37亿,0.61,0,0,2011/08/30
2153,002614,蒙发利,2015/09/30,5.55亿,2.76亿,8489,0.22,4.07,5.30,21.1亿,2.33,1.38亿,997万,1.50亿,1.19亿,7.33,6.41亿,1.16,31.51,37.2亿,27.2亿,5.64亿,2.61亿,14.4亿,12.7亿,1.75亿,38.84,22.6亿,60.66,11.0亿,1.99,0,0,2011/09/09
2154,002615,哈尔斯,2015/09/30,1.82亿,1.03亿,6049,0.20,3.44,4.43,5.29亿,-1.48,3317万,228万,3522万,2837万,-49.94,1.61亿,0.88,29.91,8.33亿,3.55亿,2.67亿,5960万,2.04亿,2.03亿,112万,24.54,6.28亿,75.46,2.53亿,1.39,0,0,2011/09/09
2155,002616,长青集团,2015/09/30,3.59亿,1.68亿,1.67万,0.23,4.34,4.85,11.8亿,17.43,9415万,-310万,1.13亿,8091万,43.40,2.39亿,0.32,24.41,28.7亿,9.10亿,11.5亿,6.10亿,12.9亿,9.11亿,3.76亿,44.86,15.6亿,54.37,9.98亿,2.78,0,0,2011/09/20
2156,002617,露笑科技,2015/09/30,3.60亿,3.07亿,1.66万,0.14,2.49,5.92,14.4亿,-32.07,3724万,-4567万,6649万,5162万,848.74,1.72亿,0.48,13.07,23.3亿,13.2亿,4.85亿,8995万,14.1亿,10.2亿,3.88亿,60.72,8.98亿,38.60,3.45亿,0.96,0,0,2011/09/20
2157,002618,丹邦科技,2015/09/30,1.83亿,1.83亿,1.57万,0.29,8.96,3.22,3.13亿,2.38,6199万,0,6693万,5207万,-8.22,3.43亿,1.88,38.33,23.8亿,8.49亿,7.69亿,1.27亿,7.48亿,4.77亿,2.70亿,31.34,16.4亿,68.66,10.8亿,5.90,0,0,2011/09/20
2158,002619,巨龙管业,2015/09/30,3.20亿,9910万,1.02万,0.40,9.87,4.31,3.32亿,31.56,1.16亿,-23.6万,1.18亿,1.10亿,964.53,1.84亿,0.57,68.43,36.4亿,8.85亿,3.41亿,9892万,4.69亿,4.52亿,1739万,12.89,31.6亿,86.75,26.4亿,8.25,0,0,2011/09/29
2159,002620,瑞和股份,2015/09/30,1.20亿,9343万,6004,0.44,8.93,5.09,12.4亿,15.47,6269万,211万,6254万,5326万,18.28,3.25亿,2.71,14.29,21.7亿,17.8亿,1.51亿,1114万,11.0亿,11.0亿,161万,50.62,10.7亿,49.38,5.63亿,4.69,0,0,2011/09/29
2160,002621,三垒股份,2015/09/30,2.25亿,5625万,6833,0.18,4.95,3.59,1.12亿,-20.42,4679万,0,4727万,3982万,-13.67,3.43亿,1.53,43.00,11.5亿,9.91亿,8028万,7339万,3216万,3216万,0,2.79,11.1亿,96.88,5.08亿,2.26,0,0,2011/09/29
2161,002622,永大集团,2015/09/30,4.20亿,2.61亿,9783,0.14,2.68,5.03,1.00亿,0.81,6107万,3539万,6413万,5782万,121.33,2.57亿,0.61,52.16,14.6亿,7.29亿,1.04亿,5834万,3.30亿,3.27亿,254万,22.63,11.3亿,77.37,4.21亿,1.00,0,0,2011/10/18
2162,002623,亚玛顿,2015/09/30,1.60亿,1.60亿,9301,0.41,13.54,3.06,8.01亿,31.90,7170万,41.0万,7890万,6547万,178.92,4.67亿,2.92,16.54,27.2亿,13.1亿,5.82亿,1.90亿,5.55亿,4.73亿,8138万,20.38,21.7亿,79.62,14.9亿,9.29,0,0,2011/10/13
2163,002624,完美环球,2015/09/30,4.88亿,1.45亿,1.24万,0.17,1.68,1.56,5.23亿,89.30,7868万,1134万,1.18亿,8133万,773.86,2.29亿,0.47,43.47,22.6亿,17.8亿,750万,304万,13.8亿,7.47亿,6.35亿,61.08,8.18亿,36.14,2301万,0.05,0,0,2011/10/28
2164,002625,龙生股份,2015/09/30,3.01亿,1.88亿,5210,0.09,1.69,5.71,2.94亿,14.98,2998万,434万,3191万,2804万,-3.81,1.68亿,0.56,26.23,6.40亿,1.88亿,1.25亿,7333万,1.31亿,1.22亿,929万,20.53,5.08亿,79.47,2885万,0.10,0,0,2011/11/03
2165,002626,金达威,2015/09/30,5.76亿,5.76亿,3.89万,0.19,2.52,7.71,8.32亿,40.47,1.40亿,337万,1.46亿,1.12亿,-24.14,5.42亿,0.94,38.46,27.0亿,11.9亿,4.97亿,2.52亿,11.6亿,8.42亿,3.17亿,42.90,14.5亿,53.81,2.69亿,0.47,0,0,2011/10/28
2166,002627,宜昌交运,2015/09/30,1.34亿,1.31亿,1.31万,0.30,6.84,4.34,10.8亿,9.11,5330万,591万,5593万,3943万,-23.48,3.12亿,2.33,14.54,20.7亿,10.2亿,6.98亿,2.00亿,9.86亿,7.70亿,2.16亿,47.72,9.13亿,44.18,4.15亿,3.11,0,0,2011/11/03
2167,002628,成都路桥,2015/09/30,7.37亿,6.36亿,1.05万,0.04,3.56,1.02,9.28亿,-19.00,2771万,4403万,3449万,2692万,-75.60,9.19亿,1.25,12.48,57.7亿,39.2亿,6924万,310万,31.4亿,26.4亿,5.04亿,54.48,26.3亿,45.52,8.39亿,1.14,0,0,2011/11/03
2168,002629,仁智油服,2015/09/30,4.12亿,3.30亿,8471,-0.18,1.64,-10.18,1.39亿,-53.88,-7481万,51.4万,-7502万,-7274万,0.00,1.43亿,0.35,-14.70,8.48亿,6.13亿,1.14亿,2173万,1.61亿,1.61亿,0,19.00,6.74亿,79.44,8860万,0.22,0,0,2011/11/03
2169,002630,华西能源,2015/09/30,7.38亿,6.06亿,1.58万,0.26,3.92,6.64,27.1亿,20.03,2.17亿,4821万,2.24亿,1.88亿,48.85,8.06亿,1.09,18.80,90.1亿,67.1亿,9.74亿,9830万,60.9亿,48.2亿,12.7亿,67.64,28.9亿,32.13,12.6亿,1.70,0,0,2011/11/11
2170,002631,德尔未来,2015/09/30,6.49亿,6.40亿,1.64万,0.18,2.36,7.97,5.49亿,6.14,1.37亿,2204万,1.37亿,1.18亿,14.29,4.23亿,0.65,36.77,17.4亿,10.1亿,3.14亿,1.61亿,2.00亿,2.00亿,0,11.45,15.3亿,87.70,4.09亿,0.63,0,0,2011/11/11
2171,002632,道明光学,2015/09/30,2.96亿,2.61亿,1.20万,0.12,4.67,3.10,3.22亿,-4.35,3583万,14.6万,3860万,3332万,48.88,2.20亿,0.74,31.03,15.1亿,7.93亿,4.62亿,9541万,1.31亿,9168万,3951万,8.67,13.8亿,91.33,8.44亿,2.85,0,0,2011/11/22
2172,002633,*ST申科,2015/09/30,1.50亿,8672万,9810,-0.10,3.33,-2.89,1.80亿,-13.31,-1451万,0,-1465万,-1467万,0.00,3311万,0.22,19.22,7.66亿,4.18亿,2.39亿,4564万,2.66亿,2.44亿,2161万,34.69,5.00亿,65.31,2.99亿,2.00,0,0,2011/11/22
2173,002634,棒杰股份,2015/09/30,1.28亿,7027万,1.12万,0.22,5.02,4.29,2.34亿,-19.41,3016万,473万,3236万,2783万,-9.15,1.47亿,1.15,26.53,10.2亿,4.79亿,1.90亿,5796万,1.53亿,1.49亿,362万,14.97,6.42亿,62.84,3.46亿,2.70,0,0,2011/12/05
2174,002635,安洁科技,2015/09/30,3.89亿,1.84亿,7905,0.47,5.70,10.12,12.3亿,173.22,2.23亿,222万,2.27亿,1.83亿,104.49,5.38亿,1.38,31.97,32.3亿,19.5亿,8.06亿,2.00亿,9.94亿,9.01亿,9333万,30.82,22.2亿,68.68,12.5亿,3.22,0,0,2011/11/25
2175,002636,金安国纪,2015/09/30,7.28亿,2.46亿,3641,0.06,1.90,3.39,18.4亿,9.33,4333万,691万,4931万,4611万,9.51,4.16亿,0.57,10.62,25.4亿,17.4亿,7.28亿,5623万,11.6亿,11.5亿,1231万,45.64,13.8亿,54.36,1.91亿,0.26,0,0,2011/11/25
2176,002637,赞宇科技,2015/09/30,1.60亿,1.13亿,8198,0.13,7.33,1.72,21.4亿,17.26,2541万,0,2803万,2013万,-49.40,3.49亿,2.18,9.75,21.8亿,12.1亿,5.90亿,8187万,9.52亿,8.89亿,6266万,43.69,11.7亿,53.83,6.27亿,3.92,0,0,2011/11/25
2177,002638,勤上光电,2015/09/30,3.75亿,3.68亿,1.07万,0.05,5.97,0.81,6.36亿,-22.58,1832万,-187万,2672万,1823万,-80.02,4.65亿,1.23,26.92,31.8亿,25.4亿,3.26亿,1.12亿,9.29亿,3.99亿,5.30亿,29.17,22.4亿,70.22,13.3亿,3.56,0,0,2011/11/25
2178,002639,雪人股份,2015/09/30,6.00亿,3.62亿,8540,0.02,2.63,0.91,4.86亿,78.99,996万,-5.94万,1287万,1046万,774.22,1.91亿,0.32,26.29,23.2亿,10.2亿,7.22亿,2.08亿,6.71亿,6.09亿,6223万,28.90,15.8亿,68.04,11.4亿,1.23,0,0,2011/12/05
2179,002640,跨境通,2015/09/30,6.35亿,3.67亿,1.88万,0.19,3.08,6.55,21.2亿,637.07,1.46亿,-28.8万,1.47亿,1.24亿,687.79,3.12亿,0.49,59.03,25.9亿,14.3亿,4124万,2139万,6.38亿,6.33亿,513万,24.59,19.6亿,75.44,9.73亿,1.53,0,0,2011/12/08
2180,002641,永高股份,2015/09/30,8.64亿,6.84亿,1.73万,0.20,2.65,8.45,24.8亿,3.11,2.22亿,6.70万,2.34亿,1.77亿,29.80,5.65亿,0.65,28.92,40.5亿,19.3亿,12.6亿,3.09亿,17.6亿,13.7亿,3.89亿,43.53,22.9亿,56.47,7.24亿,0.84,0,0,2011/12/08
2181,002642,荣之联,2015/09/30,3.99亿,1.68亿,6063,0.19,6.34,2.95,9.67亿,1.57,8906万,2355万,9696万,7393万,2.14,3.95亿,0.99,35.62,32.0亿,15.1亿,2.50亿,1.36亿,5.78亿,5.25亿,5220万,18.03,25.3亿,79.05,17.3亿,4.34,0,0,2011/12/20
2182,002643,万润股份,2015/09/30,3.40亿,2.68亿,2.80万,0.45,7.30,6.61,10.2亿,45.05,1.69亿,92.2万,1.72亿,1.46亿,130.83,4.35亿,1.28,34.87,28.7亿,17.6亿,7.65亿,6840万,3.79亿,3.70亿,902万,13.21,24.8亿,86.51,16.3亿,4.80,0,0,2011/12/20
2183,002644,佛慈制药,2015/09/30,5.11亿,4.44亿,1.31万,0.07,2.40,3.12,2.58亿,-20.13,3477万,0,3839万,3300万,18.47,3.32亿,0.65,25.87,15.0亿,10.3亿,1.56亿,1.04亿,2.78亿,8289万,1.95亿,18.52,12.2亿,81.48,3.28亿,0.64,0,0,2011/12/22
2184,002645,华宏科技,2015/09/30,1.56亿,1.44亿,1.31万,-0.04,4.36,-0.80,1.75亿,-32.79,-1241万,468万,-762万,-549万,-157.94,1.76亿,1.13,19.25,8.34亿,5.19亿,2.14亿,5672万,1.36亿,1.22亿,1381万,16.27,6.80亿,81.53,3.13亿,2.01,0,0,2011/12/20
2185,002646,青青稞酒,2015/09/30,4.50亿,4.50亿,2.52万,0.52,5.22,10.22,10.2亿,-4.12,3.03亿,1748万,3.04亿,2.34亿,-13.38,9.60亿,2.13,66.48,28.2亿,15.5亿,5.01亿,1.72亿,4.79亿,4.57亿,2145万,16.95,23.5亿,83.20,8.55亿,1.90,0,0,2011/12/22
2186,002647,宏磊股份,2015/09/30,2.20亿,1.41亿,9571,0.01,4.52,0.26,25.1亿,-16.91,-224万,560万,362万,258万,0.00,2.36亿,1.07,3.20,25.1亿,20.1亿,2.66亿,8595万,13.9亿,13.0亿,8120万,55.31,9.92亿,39.61,5.09亿,2.32,0,0,2011/12/28
2187,002648,卫星石化,2015/09/30,8.00亿,8.00亿,2.40万,-0.28,4.19,-6.56,32.3亿,9.62,-2.33亿,204万,-2.16亿,-2.25亿,-199.47,8.12亿,1.02,5.27,76.2亿,28.6亿,39.3亿,2.85亿,42.7亿,34.6亿,8.09亿,56.00,33.5亿,44.00,14.9亿,1.86,0,0,2011/12/28
2188,002649,博彦科技,2015/09/30,1.68亿,1.32亿,5210,0.79,9.84,8.23,13.1亿,14.93,1.08亿,-497万,1.64亿,1.33亿,27.84,4.80亿,2.86,32.22,22.6亿,12.1亿,2.88亿,1.39亿,6.04亿,4.62亿,1.42亿,26.79,16.5亿,73.21,10.2亿,6.09,0,0,2012/01/06
2189,002650,加加食品,2015/09/30,11.5亿,11.3亿,2.23万,0.10,1.57,6.51,12.7亿,5.13,1.62亿,941万,1.62亿,1.16亿,2.16,3.79亿,0.33,29.18,24.4亿,7.04亿,6.19亿,8943万,6.26亿,5.90亿,3574万,25.69,18.1亿,74.31,2.06亿,0.18,0,0,2012/01/06
2190,002651,利君股份,2015/09/30,10.0亿,3.13亿,1.24万,0.10,1.82,5.56,3.85亿,-36.79,1.16亿,-474万,1.22亿,1.03亿,-54.90,2.77亿,0.28,43.35,24.8亿,18.2亿,2.41亿,5898万,6.64亿,6.49亿,1500万,26.73,18.2亿,73.27,3.35亿,0.33,0,0,2012/01/06
2191,002652,扬子新材,2015/09/30,3.20亿,2.33亿,8199,0.13,1.93,6.63,12.0亿,19.46,7998万,0,7934万,4229万,58.13,1.89亿,0.59,13.93,16.5亿,10.7亿,3.72亿,1569万,9.79亿,9.04亿,7500万,59.47,6.16亿,37.44,8965万,0.28,0,0,2012/01/19
2192,002653,海思科,2015/09/30,10.8亿,3.93亿,2.91万,0.26,1.91,12.91,8.15亿,-3.74,3.07亿,5600万,3.15亿,2.78亿,-22.15,8.67亿,0.80,68.22,28.0亿,14.2亿,3.91亿,9578万,7.45亿,6.68亿,7710万,26.57,20.6亿,73.43,2793万,0.03,0,0,2012/01/17
2193,002654,万润科技,2015/09/30,2.42亿,1.21亿,1.58万,0.16,5.28,3.78,5.54亿,38.69,3505万,52.9万,3779万,3314万,-2.85,2.18亿,0.90,28.08,20.3亿,10.4亿,5.55亿,1.47亿,7.39亿,6.26亿,1.13亿,36.36,12.8亿,62.82,7.91亿,3.27,0,0,2012/02/17
2194,002655,共达电声,2015/09/30,3.60亿,3.60亿,1.26万,0.04,1.74,2.42,5.22亿,9.59,847万,21.7万,1702万,1513万,1.58,1.82亿,0.51,25.81,11.2亿,5.87亿,3.33亿,1.31亿,4.92亿,4.85亿,707万,43.84,6.28亿,55.96,6424万,0.18,0,0,2012/02/17
2195,002656,卡奴迪路,2015/09/30,2.00亿,1.60亿,1.66万,0.07,6.05,1.11,4.90亿,-0.37,1118万,0,1340万,1347万,8.92,4.37亿,2.18,61.67,26.8亿,11.8亿,4.41亿,4.33亿,13.0亿,6.27亿,6.75亿,48.61,12.1亿,45.16,5.35亿,2.67,0,0,2012/02/28
2196,002657,中科金财,2015/09/30,3.17亿,1.65亿,3071,0.34,5.05,6.96,8.06亿,21.51,1.05亿,732万,1.24亿,1.08亿,165.34,4.06亿,1.28,31.00,23.3亿,10.8亿,7497万,1.44亿,7.25亿,4.63亿,2.62亿,31.15,16.0亿,68.68,8.39亿,2.65,0,0,2012/02/28
2197,002658,雪迪龙,2015/09/30,6.05亿,2.85亿,6181,0.28,2.45,12.13,6.40亿,28.71,1.91亿,2322万,2.03亿,1.72亿,40.69,5.74亿,0.95,48.67,17.3亿,13.7亿,1.42亿,3804万,2.35亿,2.17亿,1797万,13.64,14.8亿,85.86,2.46亿,0.41,0,0,2012/03/09
2198,002659,中泰桥梁,2015/09/30,3.11亿,3.11亿,2.54万,-0.01,1.92,-0.33,4.62亿,-17.16,-131万,0,-445万,-197万,-167.89,7985万,0.26,12.90,21.8亿,14.6亿,3.40亿,5243万,15.5亿,12.6亿,2.94亿,71.07,5.99亿,27.40,1.84亿,0.59,0,0,2012/03/09
2199,002660,茂硕电源,2015/09/30,2.77亿,1.82亿,6277,0.02,3.12,0.53,5.75亿,18.66,-2254万,-49.8万,1740万,410万,0.00,9250万,0.33,18.51,16.7亿,9.57亿,4.30亿,1678万,6.92亿,6.83亿,866万,41.49,8.64亿,51.83,4.75亿,1.71,0,0,2012/03/16
2200,002661,克明面业,2015/09/30,8553万,8222万,1.23万,0.92,9.07,10.03,12.4亿,11.49,9100万,325万,1.00亿,7640万,19.33,2.67亿,3.12,22.36,11.5亿,4.22亿,3.66亿,7029万,3.75亿,3.22亿,5236万,32.56,7.76亿,67.44,4.30亿,5.03,0,0,2012/03/16
2201,002662,京威股份,2015/09/30,7.50亿,3.88亿,1.67万,0.44,5.65,7.96,25.5亿,64.64,4.29亿,511万,4.33亿,3.33亿,22.73,12.0亿,1.60,30.26,55.2亿,24.0亿,15.2亿,3.49亿,12.3亿,11.3亿,9812万,22.29,42.4亿,76.78,20.9亿,2.79,0,0,2012/03/09
2202,002663,普邦园林,2015/09/30,17.0亿,7.39亿,7197,0.11,2.48,5.03,17.7亿,-20.86,2.04亿,1899万,2.10亿,1.86亿,-27.06,10.1亿,0.59,23.67,62.3亿,51.3亿,1.83亿,3621万,20.0亿,12.5亿,7.50亿,32.05,42.3亿,67.81,14.1亿,0.83,0,0,2012/03/16
2203,002664,信质电机,2015/09/30,4.00亿,3.42亿,2.02万,0.37,3.58,10.88,11.4亿,-2.26,1.75亿,229万,1.78亿,1.50亿,9.67,5.36亿,1.34,25.20,18.8亿,12.6亿,3.54亿,7840万,3.97亿,3.95亿,150万,21.12,14.3亿,76.23,4.38亿,1.09,0,0,2012/03/16
2204,002665,首航节能,2015/09/30,7.30亿,5.17亿,1.77万,0.12,3.65,0.00,5.43亿,-15.10,7250万,0,9879万,8374万,-18.29,5.61亿,0.77,41.57,46.2亿,28.4亿,4.68亿,8.13亿,17.4亿,12.9亿,4.53亿,37.66,26.6亿,57.55,13.0亿,1.78,0,0,2012/03/27
2205,002666,德联集团,2015/09/30,7.54亿,2.27亿,6538,0.15,3.41,4.47,13.3亿,13.49,1.32亿,337万,1.34亿,1.06亿,6.83,8.14亿,1.08,21.47,31.8亿,23.9亿,4.13亿,1.50亿,6.02亿,5.95亿,687万,18.94,25.7亿,80.89,9.82亿,1.30,0,0,2012/03/27
2206,002667,鞍重股份,2015/09/30,1.36亿,8594万,1.52万,0.14,5.69,2.51,1.23亿,-25.23,1790万,180万,2108万,1922万,-44.16,2.75亿,2.02,47.58,8.76亿,6.77亿,1.06亿,3846万,1.02亿,7788万,2398万,11.63,7.73亿,88.27,3.29亿,2.42,0,0,2012/03/29
2207,002668,奥马电器,2015/09/30,1.65亿,1.14亿,1.00万,1.22,10.11,12.48,38.1亿,3.64,2.38亿,3829万,2.39亿,2.02亿,18.36,9.61亿,5.81,25.47,35.0亿,23.9亿,10.2亿,7099万,18.3亿,18.0亿,2650万,52.20,16.7亿,47.80,4.51亿,2.73,0,0,2012/04/16
2208,002669,康达新材,2015/09/30,2.00亿,1.31亿,9223,0.44,3.48,13.37,5.43亿,56.46,1.02亿,18.1万,1.04亿,8825万,93.52,2.44亿,1.22,34.67,9.49亿,6.76亿,1.85亿,3779万,2.53亿,2.50亿,315万,26.63,6.96亿,73.37,2.30亿,1.15,0,0,2012/04/16
2209,002670,华声股份,2015/09/30,2.00亿,1.38亿,1.12万,0.16,3.89,3.88,8.33亿,-28.38,3490万,0,3982万,3127万,-59.31,1.16亿,0.58,14.20,11.9亿,8.27亿,3.03亿,3606万,4.05亿,4.03亿,222万,34.08,7.78亿,65.42,4.29亿,2.15,0,0,2012/04/16
2210,002671,龙泉股份,2015/09/30,4.44亿,3.17亿,1.53万,0.06,3.35,1.81,3.63亿,-50.48,3334万,0,3365万,2742万,-76.89,3.10亿,0.70,41.48,25.4亿,15.8亿,5.16亿,1.82亿,10.3亿,8.19亿,2.15亿,40.71,14.8亿,58.41,6.59亿,1.48,0,0,2012/04/26
2211,002672,东江环保,2015/09/30,8.70亿,4.29亿,1.54万,0.31,3.09,10.26,17.5亿,26.72,3.17亿,2618万,3.52亿,2.64亿,34.46,14.2亿,1.64,33.71,65.1亿,24.3亿,11.6亿,7.46亿,33.7亿,24.2亿,9.44亿,51.72,26.9亿,41.26,3.64亿,0.42,0,2.00亿,2012/04/26
2212,002673,西部证券,2015/09/30,28.0亿,23.0亿,2.15万,0.63,4.20,18.39,41.0亿,266.18,22.9亿,7.64亿,23.0亿,17.3亿,309.35,19.4亿,0.70,0.00,558亿,0,1.70亿,1.28亿,440亿,0,0,78.85,117亿,21.05,54.4亿,1.95,0,0,2012/05/03
2213,002674,兴业科技,2015/09/30,2.42亿,2.41亿,2.42万,0.00,6.51,0.02,16.7亿,11.65,-1516万,251万,-117万,35.9万,-99.60,5.30亿,2.19,8.74,28.1亿,21.3亿,5.42亿,4626万,12.4亿,12.3亿,45.4万,43.92,15.8亿,56.08,7.20亿,2.97,0,0,2012/05/07
2214,002675,东诚药业,2015/09/30,2.21亿,1.23亿,1.58万,0.31,9.19,5.76,5.56亿,-4.52,8713万,588万,8981万,6859万,-12.69,3.83亿,1.74,32.32,24.9亿,12.3亿,3.41亿,9750万,2.90亿,2.65亿,2464万,11.65,20.3亿,81.42,13.4亿,6.08,0,0,2012/05/25
2215,002676,顺威股份,2015/09/30,1.60亿,1.59亿,2.32万,0.06,6.64,0.96,9.71亿,-18.08,1161万,9.00万,1449万,1018万,-74.16,2.41亿,1.50,18.90,16.6亿,10.0亿,4.19亿,1.06亿,5.73亿,5.21亿,5215万,34.58,10.6亿,64.15,6.21亿,3.88,0,0,2012/05/25
2216,002677,浙江美大,2015/09/30,4.00亿,1.00亿,3350,0.23,2.45,9.37,3.23亿,10.94,9916万,2053万,1.06亿,9167万,11.26,2.65亿,0.66,50.89,11.1亿,7.20亿,1.81亿,6286万,1.34亿,1.31亿,317万,12.07,9.80亿,87.93,2.72亿,0.68,0,0,2012/05/25
2217,002678,珠江钢琴,2015/09/30,9.56亿,9.53亿,3.31万,0.13,1.98,6.42,11.1亿,-0.84,1.34亿,565万,1.35亿,1.22亿,0.39,5.43亿,0.57,29.00,24.6亿,15.4亿,5.69亿,8060万,5.51亿,3.87亿,1.63亿,22.43,18.9亿,77.11,3.18亿,0.33,0,0,2012/05/30
2218,002679,福建金森,2015/09/30,1.39亿,1.39亿,1.74万,0.13,5.08,2.51,1.18亿,4.34,128万,-78.6万,1782万,1763万,15.14,2.09亿,1.51,74.87,15.9亿,14.0亿,3027万,1335万,8.86亿,2.93亿,5.93亿,55.70,7.04亿,44.27,3.42亿,2.46,0,0,2012/06/05
